numAllocBlue,numAllocRed,cohesionMax,convergeBlue,convergeRed,weightBlue,weightRed,stayingPwHVT,yAlpha,yBeta,zAlpha,zBeta,survBlue,survRed,BlueWon,DistanceCenter,DistanceUAV
1,1,500,500,500,0,0,1,1,1,1,1,19,25,0,534,5289
1,1,500,500,500,0,0,1,1,1,1,1,24,29,0,574,5261
1,1,500,500,500,0,0,1,1,1,1,1,19,23,0,286,5299
1,1,500,500,500,0,0,1,1,1,1,1,26,19,1,854,5235
1,1,500,500,500,0,0,1,1,1,1,1,23,20,0,312,5200
1,1,500,500,500,0,0,1,1,1,1,1,18,23,0,446,5362
1,1,500,500,500,0,0,1,1,1,1,1,32,21,1,900,5125
1,1,500,500,500,0,0,1,1,1,1,1,21,32,0,637,5188
1,1,500,500,500,0,0,1,1,1,1,1,17,24,0,579,5289
1,1,500,500,500,0,0,1,1,1,1,1,19,18,0,998,5217
1,1,500,500,500,0,0,1,1,1,1,1,26,30,0,526,5229
1,1,500,500,500,0,0,1,1,1,1,1,20,21,1,470,5343
1,1,500,500,500,0,0,1,1,1,1,1,21,16,0,422,5351
1,1,500,500,500,0,0,1,1,1,1,1,18,23,1,100,5333
1,1,500,500,500,0,0,1,1,1,1,1,15,21,0,604,5258
1,1,500,500,500,0,0,1,1,1,1,1,21,21,0,745,5200
1,1,500,500,500,0,0,1,1,1,1,1,22,22,0,288,5306
1,1,500,500,500,0,0,1,1,1,1,1,19,22,0,1009,5154
1,1,500,500,500,0,0,1,1,1,1,1,27,16,1,473,5353
1,1,500,500,500,0,0,1,1,1,1,1,20,22,0,1090,5105
1,1,500,500,500,0,0,1,1,1,1,1,22,22,1,787,5104
1,1,500,500,500,0,0,1,1,1,1,1,13,17,0,369,5296
1,1,500,500,500,0,0,1,1,1,1,1,22,18,1,1352,4922
1,1,500,500,500,0,0,1,1,1,1,1,15,24,0,683,5103
1,1,500,500,500,0,0,1,1,1,1,1,14,30,0,1327,5006
1,1,500,500,500,0,0,1,1,1,1,1,25,28,1,659,5257
1,1,500,500,500,0,0,1,1,1,1,1,14,19,0,909,5160
1,1,500,500,500,0,0,1,1,1,1,1,26,23,1,701,5292
1,1,500,500,500,0,0,1,1,1,1,1,26,13,1,768,5216
1,1,500,500,500,0,0,1,1,1,1,1,18,23,0,865,5118
1,1,500,500,500,0,0,1,1,1,1,1,14,17,0,798,5218
1,1,500,500,500,0,0,1,1,1,1,1,15,24,0,937,5160
1,1,500,500,500,0,0,1,1,1,1,1,21,15,1,1627,4926
1,1,500,500,500,0,0,1,1,1,1,1,15,25,0,1224,5119
1,1,500,500,500,0,0,1,1,1,1,1,22,27,1,583,5252
1,1,500,500,500,0,0,1,1,1,1,1,20,30,0,362,5247
1,1,500,500,500,0,0,1,1,1,1,1,24,25,1,1406,5054
1,1,500,500,500,0,0,1,1,1,1,1,21,21,1,203,5385
1,1,500,500,500,0,0,1,1,1,1,1,15,17,0,408,5364
1,1,500,500,500,0,0,1,1,1,1,1,23,21,1,363,5273
1,1,500,500,500,0,0,1,1,1,1,1,19,19,1,465,5334
1,1,500,500,500,0,0,1,1,1,1,1,18,24,0,297,5304
1,1,500,500,500,0,0,1,1,1,1,1,21,18,1,1402,5049
1,1,500,500,500,0,0,1,1,1,1,1,17,28,0,234,5218
1,1,500,500,500,0,0,1,1,1,1,1,24,27,0,364,5315
1,1,500,500,500,0,0,1,1,1,1,1,17,24,0,627,5299
1,1,500,500,500,0,0,1,1,1,1,1,14,27,0,442,5315
1,1,500,500,500,0,0,1,1,1,1,1,20,20,0,688,5295
1,1,500,500,500,0,0,1,1,1,1,1,18,19,0,674,5314
1,1,500,500,500,0,0,1,1,1,1,1,21,32,0,677,5208
1,1,500,500,500,0,0,1,1,1,1,1,14,29,0,630,5259
1,1,500,500,500,0,0,1,1,1,1,1,21,24,0,394,5334
1,1,500,500,500,0,0,1,1,1,1,1,27,30,0,277,5296
9,1,500,500,500,0,10,1,1,1,1001,1,48,26,0,4989,1943
9,1,500,500,500,0,10,1,1,1,1001,1,50,28,0,4951,1949
9,1,500,500,500,0,10,1,1,1,1001,1,49,31,0,4991,1966
9,1,500,500,500,0,10,1,1,1,1001,1,48,31,0,5000,2001
9,1,500,500,500,0,10,1,1,1,1001,1,49,32,0,5002,2006
9,1,500,500,500,0,10,1,1,1,1001,1,50,32,0,4968,1998
9,1,500,500,500,0,10,1,1,1,1001,1,50,27,0,4998,1982
9,1,500,500,500,0,10,1,1,1,1001,1,50,33,0,5003,1976
9,1,500,500,500,0,10,1,1,1,1001,1,50,31,0,4980,2011
9,1,500,500,500,0,10,1,1,1,1001,1,45,26,0,4998,1903
9,1,500,500,500,0,10,1,1,1,1001,1,49,33,0,5004,1881
9,1,500,500,500,0,10,1,1,1,1001,1,49,34,0,5015,1804
9,1,500,500,500,0,10,1,1,1,1001,1,48,33,0,5000,1952
9,1,500,500,500,0,10,1,1,1,1001,1,48,34,0,5020,1894
9,1,500,500,500,0,10,1,1,1,1001,1,48,25,0,4997,2016
9,1,500,500,500,0,10,1,1,1,1001,1,48,34,0,5003,1875
9,1,500,500,500,0,10,1,1,1,1001,1,49,27,0,4994,2015
9,1,500,500,500,0,10,1,1,1,1001,1,48,34,0,5001,1952
9,1,500,500,500,0,10,1,1,1,1001,1,49,32,0,4975,1988
9,1,500,500,500,0,10,1,1,1,1001,1,48,28,0,4988,1963
9,1,500,500,500,0,10,1,1,1,1001,1,48,34,0,5007,1938
9,1,500,500,500,0,10,1,1,1,1001,1,47,28,0,4976,2005
9,1,500,500,500,0,10,1,1,1,1001,1,50,30,0,5025,1828
9,1,500,500,500,0,10,1,1,1,1001,1,47,29,0,5043,1690
9,1,500,500,500,0,10,1,1,1,1001,1,48,30,0,4992,2015
9,1,500,500,500,0,10,1,1,1,1001,1,50,32,0,5000,2007
9,1,500,500,500,0,10,1,1,1,1001,1,47,28,0,5023,1824
9,1,500,500,500,0,10,1,1,1,1001,1,49,32,0,4985,1988
9,1,500,500,500,0,10,1,1,1,1001,1,48,32,0,5008,1886
9,1,500,500,500,0,10,1,1,1,1001,1,50,34,0,5015,1921
9,1,500,500,500,0,10,1,1,1,1001,1,48,30,0,4993,1967
9,1,500,500,500,0,10,1,1,1,1001,1,46,33,0,4981,1990
9,1,500,500,500,0,10,1,1,1,1001,1,49,31,0,5001,1964
9,1,500,500,500,0,10,1,1,1,1001,1,47,30,0,4998,1989
9,1,500,500,500,0,10,1,1,1,1001,1,48,32,0,5013,1867
9,1,500,500,500,0,10,1,1,1,1001,1,49,30,0,4987,1921
9,1,500,500,500,0,10,1,1,1,1001,1,46,35,0,5009,1937
9,1,500,500,500,0,10,1,1,1,1001,1,48,35,0,5006,1969
9,1,500,500,500,0,10,1,1,1,1001,1,50,29,0,4973,1988
9,1,500,500,500,0,10,1,1,1,1001,1,45,31,0,4999,1994
9,1,500,500,500,0,10,1,1,1,1001,1,43,29,0,5001,1988
9,1,500,500,500,0,10,1,1,1,1001,1,50,28,0,5004,1957
9,1,500,500,500,0,10,1,1,1,1001,1,49,25,0,4987,1943
9,1,500,500,500,0,10,1,1,1,1001,1,49,31,0,5001,2005
9,1,500,500,500,0,10,1,1,1,1001,1,49,38,0,4997,1986
9,1,500,500,500,0,10,1,1,1,1001,1,49,36,0,4993,1990
9,1,500,500,500,0,10,1,1,1,1001,1,50,25,0,5001,1979
9,1,500,500,500,0,10,1,1,1,1001,1,48,32,0,4956,1982
9,1,500,500,500,0,10,1,1,1,1001,1,49,27,0,4985,1969
9,1,500,500,500,0,10,1,1,1,1001,1,50,33,0,4997,1961
9,1,500,500,500,0,10,1,1,1,1001,1,47,36,0,4965,1937
9,1,500,500,500,0,10,1,1,1,1001,1,45,33,0,5029,1805
9,1,500,500,500,0,10,1,1,1,1001,1,50,34,0,4991,2004
9,1,500,500,500,0,10,1,1,1,1001,1,46,28,0,5019,1820
9,1,500,500,500,0,10,1,1,1,1001,1,50,27,0,5029,1822
9,1,500,500,500,0,10,1,1,1,1001,1,49,28,0,5002,1996
9,1,500,500,500,0,10,1,1,1,1001,1,47,29,0,5001,1954
9,1,500,500,500,0,10,1,1,1,1001,1,47,29,0,4999,1958
9,1,500,500,500,0,10,1,1,1,1001,1,46,34,0,5020,1868
9,1,500,500,500,0,10,1,1,1,1001,1,49,31,0,4998,2002
9,1,500,500,500,0,10,1,1,1,1001,1,49,35,0,4999,1959
9,1,500,500,500,0,10,1,1,1,1001,1,50,34,0,4998,1942
9,1,500,500,500,0,10,1,1,1,1001,1,50,32,0,4997,1994
9,1,500,500,500,0,10,1,1,1,1001,1,48,32,0,5000,1947
9,1,500,500,500,0,10,1,1,1,1001,1,47,27,0,5001,1995
9,1,500,500,500,0,10,1,1,1,1001,1,49,30,0,5002,1992
9,1,500,500,500,0,10,1,1,1,1001,1,47,29,0,5002,1991
9,1,500,500,500,0,10,1,1,1,1001,1,50,27,0,4961,1997
9,1,500,500,500,0,10,1,1,1,1001,1,49,30,0,4993,1989
9,1,500,500,500,0,10,1,1,1,1001,1,50,29,0,4962,2025
9,1,500,500,500,0,10,1,1,1,1001,1,47,36,0,5002,1977
9,1,500,500,500,0,10,1,1,1,1001,1,45,31,0,5006,1915
9,1,500,500,500,0,10,1,1,1,1001,1,48,31,0,4997,1943
9,1,500,500,500,0,10,1,1,1,1001,1,48,37,0,4984,2007
9,1,500,500,500,0,10,1,1,1,1001,1,48,33,0,4997,1978
9,1,500,500,500,0,10,1,1,1,1001,1,49,30,0,5002,2003
9,1,500,500,500,0,10,1,1,1,1001,1,46,36,0,4945,1981
9,1,500,500,500,0,10,1,1,1,1001,1,47,24,0,4986,1994
9,1,500,500,500,0,10,1,1,1,1001,1,46,35,0,5003,1975
9,1,500,500,500,0,10,1,1,1,1001,1,48,27,0,5006,1987
9,1,500,500,500,0,10,1,1,1,1001,1,49,30,0,5003,1949
9,1,500,500,500,0,10,1,1,1,1001,1,50,36,0,5004,1893
9,1,500,500,500,0,10,1,1,1,1001,1,48,33,0,5000,2014
9,1,500,500,500,0,10,1,1,1,1001,1,49,27,0,4996,1956
9,1,500,500,500,0,10,1,1,1,1001,1,49,31,0,5009,1931
9,1,500,500,500,0,10,1,1,1,1001,1,49,35,0,4997,2009
9,1,500,500,500,0,10,1,1,1,1001,1,46,35,0,5000,1924
9,1,500,500,500,0,10,1,1,1,1001,1,50,27,0,4953,2002
9,1,500,500,500,0,10,1,1,1,1001,1,50,41,0,4983,1951
9,1,500,500,500,0,10,1,1,1,1001,1,47,32,0,5015,1942
9,1,500,500,500,0,10,1,1,1,1001,1,48,28,0,5016,1924
9,1,500,500,500,0,10,1,1,1,1001,1,48,26,0,4999,1982
9,1,500,500,500,0,10,1,1,1,1001,1,45,36,0,4986,1972
9,1,500,500,500,0,10,1,1,1,1001,1,50,33,0,4998,2001
9,1,500,500,500,0,10,1,1,1,1001,1,49,31,0,4996,2002
9,1,500,500,500,0,10,1,1,1,1001,1,47,25,0,4997,1891
9,1,500,500,500,0,10,1,1,1,1001,1,50,22,0,4993,1869
9,1,500,500,500,0,10,1,1,1,1001,1,49,33,0,4965,2021
9,1,500,500,500,0,10,1,1,1,1001,1,48,35,0,5002,1979
9,1,500,500,500,0,10,1,1,1,1001,1,49,30,0,4993,1983
9,1,500,500,500,0,10,1,1,1,1001,1,46,28,0,4980,1940
9,1,500,500,500,0,10,1,1,1,1001,1,50,29,0,4975,1965
9,1,500,500,500,0,10,1,1,1,1001,1,48,29,0,5011,1924
9,1,500,500,500,0,10,1,1,1,1001,1,49,27,0,4926,2034
9,1,500,500,500,0,10,1,1,1,1001,1,50,34,0,4999,2002
9,1,500,500,500,0,10,1,1,1,1001,1,48,31,0,5000,1951
9,1,500,500,500,0,10,1,1,1,1001,1,50,34,0,5008,1925
9,1,500,500,500,0,10,1,1,1,1001,1,49,27,0,5030,1870
9,1,500,500,500,0,10,1,1,1,1001,1,48,25,0,4994,1993
9,1,500,500,500,0,10,1,1,1,1001,1,49,31,0,5018,1886
9,1,500,500,500,0,10,1,1,1,1001,1,47,26,0,5000,2015
9,1,500,500,500,0,10,1,1,1,1001,1,48,37,0,4997,2003
9,1,500,500,500,0,10,1,1,1,1001,1,48,30,0,5007,1926
9,1,500,500,500,0,10,1,1,1,1001,1,48,29,0,5001,1993
9,1,500,500,500,0,10,1,1,1,1001,1,44,29,0,4998,1964
9,1,500,500,500,0,10,1,1,1,1001,1,48,30,0,5023,1866
9,1,500,500,500,0,10,1,1,1,1001,1,47,25,0,4991,2010
9,1,500,500,500,0,10,1,1,1,1001,1,48,28,0,4997,1962
9,1,500,500,500,0,10,1,1,1,1001,1,49,35,0,5005,1945
9,1,500,500,500,0,10,1,1,1,1001,1,47,22,0,4965,1973
9,1,500,500,500,0,10,1,1,1,1001,1,49,28,0,4999,1979
9,1,500,500,500,0,10,1,1,1,1001,1,48,34,0,5047,1756
9,1,500,500,500,0,10,1,1,1,1001,1,49,28,0,5029,1830
9,1,500,500,500,0,10,1,1,1,1001,1,49,26,0,4973,1937
9,1,500,500,500,0,10,1,1,1,1001,1,47,28,0,4995,1997
9,1,500,500,500,0,10,1,1,1,1001,1,48,33,0,4999,1995
1,9,500,500,500,0,10,1,1,1,1001,1,47,42,0,4989,1943
1,9,500,500,500,0,10,1,1,1,1001,1,49,40,0,4951,1949
1,9,500,500,500,0,10,1,1,1,1001,1,45,41,0,4991,1966
1,9,500,500,500,0,10,1,1,1,1001,1,49,37,0,5000,2001
1,9,500,500,500,0,10,1,1,1,1001,1,48,44,0,5002,2006
1,9,500,500,500,0,10,1,1,1,1001,1,45,42,0,4968,1998
1,9,500,500,500,0,10,1,1,1,1001,1,48,39,0,4998,1982
1,9,500,500,500,0,10,1,1,1,1001,1,48,44,0,5003,1976
1,9,500,500,500,0,10,1,1,1,1001,1,46,41,0,4980,2011
1,9,500,500,500,0,10,1,1,1,1001,1,47,41,0,4998,1903
1,9,500,500,500,0,10,1,1,1,1001,1,46,37,0,5004,1881
1,9,500,500,500,0,10,1,1,1,1001,1,46,44,0,5015,1804
1,9,500,500,500,0,10,1,1,1,1001,1,43,43,0,5000,1952
1,9,500,500,500,0,10,1,1,1,1001,1,47,48,0,5020,1894
1,9,500,500,500,0,10,1,1,1,1001,1,48,40,0,4997,2016
1,9,500,500,500,0,10,1,1,1,1001,1,49,45,0,5003,1875
1,9,500,500,500,0,10,1,1,1,1001,1,45,31,0,4994,2015
1,9,500,500,500,0,10,1,1,1,1001,1,49,38,0,5001,1952
1,9,500,500,500,0,10,1,1,1,1001,1,45,40,0,4975,1988
1,9,500,500,500,0,10,1,1,1,1001,1,45,36,0,4988,1963
1,9,500,500,500,0,10,1,1,1,1001,1,45,41,0,5007,1938
1,9,500,500,500,0,10,1,1,1,1001,1,48,43,0,4976,2005
1,9,500,500,500,0,10,1,1,1,1001,1,49,45,0,5025,1828
1,9,500,500,500,0,10,1,1,1,1001,1,46,42,0,5043,1690
1,9,500,500,500,0,10,1,1,1,1001,1,47,42,0,4992,2015
1,9,500,500,500,0,10,1,1,1,1001,1,47,43,0,5000,2007
1,9,500,500,500,0,10,1,1,1,1001,1,43,36,0,5023,1824
1,9,500,500,500,0,10,1,1,1,1001,1,46,42,0,4985,1988
1,9,500,500,500,0,10,1,1,1,1001,1,44,42,0,5008,1886
1,9,500,500,500,0,10,1,1,1,1001,1,48,46,0,5015,1921
1,9,500,500,500,0,10,1,1,1,1001,1,45,42,0,4993,1967
1,9,500,500,500,0,10,1,1,1,1001,1,48,38,0,4981,1990
1,9,500,500,500,0,10,1,1,1,1001,1,47,43,0,5001,1964
1,9,500,500,500,0,10,1,1,1,1001,1,48,41,0,4998,1989
1,9,500,500,500,0,10,1,1,1,1001,1,46,47,0,5013,1867
1,9,500,500,500,0,10,1,1,1,1001,1,49,41,0,4987,1921
1,9,500,500,500,0,10,1,1,1,1001,1,49,46,0,5009,1937
1,9,500,500,500,0,10,1,1,1,1001,1,46,37,0,5006,1969
1,9,500,500,500,0,10,1,1,1,1001,1,45,41,0,4973,1988
1,9,500,500,500,0,10,1,1,1,1001,1,45,42,0,4999,1994
1,9,500,500,500,0,10,1,1,1,1001,1,48,38,0,5001,1988
1,9,500,500,500,0,10,1,1,1,1001,1,48,40,0,5004,1957
1,9,500,500,500,0,10,1,1,1,1001,1,49,42,0,4987,1943
1,9,500,500,500,0,10,1,1,1,1001,1,48,40,0,5001,2005
1,9,500,500,500,0,10,1,1,1,1001,1,46,45,0,4997,1986
1,9,500,500,500,0,10,1,1,1,1001,1,48,49,0,4993,1990
1,9,500,500,500,0,10,1,1,1,1001,1,46,41,0,5001,1979
1,9,500,500,500,0,10,1,1,1,1001,1,49,43,0,4956,1982
1,9,500,500,500,0,10,1,1,1,1001,1,48,37,0,4985,1969
1,9,500,500,500,0,10,1,1,1,1001,1,48,45,0,4997,1961
1,9,500,500,500,0,10,1,1,1,1001,1,46,41,0,4965,1937
1,9,500,500,500,0,10,1,1,1,1001,1,48,41,0,5029,1805
1,9,500,500,500,0,10,1,1,1,1001,1,48,41,0,4991,2004
1,9,500,500,500,0,10,1,1,1,1001,1,46,37,0,5019,1820
1,9,500,500,500,0,10,1,1,1,1001,1,48,38,0,5029,1822
1,9,500,500,500,0,10,1,1,1,1001,1,49,41,0,5002,1996
1,9,500,500,500,0,10,1,1,1,1001,1,44,38,0,5001,1954
1,9,500,500,500,0,10,1,1,1,1001,1,46,41,0,4999,1958
1,9,500,500,500,0,10,1,1,1,1001,1,48,42,0,5020,1868
1,9,500,500,500,0,10,1,1,1,1001,1,49,44,0,4998,2002
1,9,500,500,500,0,10,1,1,1,1001,1,49,36,0,4999,1959
1,9,500,500,500,0,10,1,1,1,1001,1,50,40,0,4998,1942
1,9,500,500,500,0,10,1,1,1,1001,1,47,39,0,4997,1994
1,9,500,500,500,0,10,1,1,1,1001,1,48,45,0,5000,1947
1,9,500,500,500,0,10,1,1,1,1001,1,48,40,0,5001,1995
1,9,500,500,500,0,10,1,1,1,1001,1,48,42,0,5002,1992
1,9,500,500,500,0,10,1,1,1,1001,1,45,36,0,5002,1991
1,9,500,500,500,0,10,1,1,1,1001,1,47,42,0,4961,1997
1,9,500,500,500,0,10,1,1,1,1001,1,49,41,0,4993,1989
1,9,500,500,500,0,10,1,1,1,1001,1,50,43,0,4962,2025
1,9,500,500,500,0,10,1,1,1,1001,1,44,35,0,5002,1977
1,9,500,500,500,0,10,1,1,1,1001,1,41,46,0,5006,1915
1,9,500,500,500,0,10,1,1,1,1001,1,46,45,0,4997,1943
1,9,500,500,500,0,10,1,1,1,1001,1,49,43,0,4984,2007
1,9,500,500,500,0,10,1,1,1,1001,1,46,42,0,4997,1978
1,9,500,500,500,0,10,1,1,1,1001,1,49,39,0,5002,2003
1,9,500,500,500,0,10,1,1,1,1001,1,48,43,0,4945,1981
1,9,500,500,500,0,10,1,1,1,1001,1,42,35,0,4986,1994
1,9,500,500,500,0,10,1,1,1,1001,1,50,46,0,5003,1975
1,9,500,500,500,0,10,1,1,1,1001,1,48,37,0,5006,1987
1,9,500,500,500,0,10,1,1,1,1001,1,41,44,0,5003,1949
1,9,500,500,500,0,10,1,1,1,1001,1,49,43,0,5004,1893
1,9,500,500,500,0,10,1,1,1,1001,1,46,43,0,5000,2014
1,9,500,500,500,0,10,1,1,1,1001,1,49,36,0,4996,1956
1,9,500,500,500,0,10,1,1,1,1001,1,50,38,0,5009,1931
1,9,500,500,500,0,10,1,1,1,1001,1,49,43,0,4997,2009
1,9,500,500,500,0,10,1,1,1,1001,1,46,45,0,5000,1924
1,9,500,500,500,0,10,1,1,1,1001,1,49,44,0,4953,2002
1,9,500,500,500,0,10,1,1,1,1001,1,47,45,0,4983,1951
1,9,500,500,500,0,10,1,1,1,1001,1,48,42,0,5015,1942
1,9,500,500,500,0,10,1,1,1,1001,1,46,41,0,5016,1924
1,9,500,500,500,0,10,1,1,1,1001,1,48,39,0,4999,1982
1,9,500,500,500,0,10,1,1,1,1001,1,47,42,0,4986,1972
1,9,500,500,500,0,10,1,1,1,1001,1,48,41,0,4998,2001
1,9,500,500,500,0,10,1,1,1,1001,1,49,42,0,4996,2002
1,9,500,500,500,0,10,1,1,1,1001,1,49,39,0,4997,1891
1,9,500,500,500,0,10,1,1,1,1001,1,46,39,0,4993,1869
1,9,500,500,500,0,10,1,1,1,1001,1,48,41,0,4965,2021
1,9,500,500,500,0,10,1,1,1,1001,1,47,42,0,5002,1979
1,9,500,500,500,0,10,1,1,1,1001,1,48,44,0,4993,1983
1,9,500,500,500,0,10,1,1,1,1001,1,49,42,0,4980,1940
1,9,500,500,500,0,10,1,1,1,1001,1,46,43,0,4975,1965
1,9,500,500,500,0,10,1,1,1,1001,1,46,30,0,5011,1924
1,9,500,500,500,0,10,1,1,1,1001,1,47,37,0,4926,2034
1,9,500,500,500,0,10,1,1,1,1001,1,48,43,0,4999,2002
1,9,500,500,500,0,10,1,1,1,1001,1,46,44,0,5000,1951
1,9,500,500,500,0,10,1,1,1,1001,1,49,39,0,5008,1925
1,9,500,500,500,0,10,1,1,1,1001,1,50,41,0,5030,1870
1,9,500,500,500,0,10,1,1,1,1001,1,47,36,0,4994,1993
1,9,500,500,500,0,10,1,1,1,1001,1,47,44,0,5018,1886
1,9,500,500,500,0,10,1,1,1,1001,1,44,42,0,5000,2015
1,9,500,500,500,0,10,1,1,1,1001,1,49,45,0,4997,2003
1,9,500,500,500,0,10,1,1,1,1001,1,43,38,0,5007,1926
1,9,500,500,500,0,10,1,1,1,1001,1,49,40,0,5001,1993
1,9,500,500,500,0,10,1,1,1,1001,1,47,37,0,4998,1964
1,9,500,500,500,0,10,1,1,1,1001,1,43,34,0,5023,1866
1,9,500,500,500,0,10,1,1,1,1001,1,42,31,0,4991,2010
1,9,500,500,500,0,10,1,1,1,1001,1,48,44,0,4997,1962
1,9,500,500,500,0,10,1,1,1,1001,1,50,42,0,5005,1945
1,9,500,500,500,0,10,1,1,1,1001,1,41,38,0,4965,1973
1,9,500,500,500,0,10,1,1,1,1001,1,47,45,0,4999,1979
1,9,500,500,500,0,10,1,1,1,1001,1,49,41,0,5047,1756
1,9,500,500,500,0,10,1,1,1,1001,1,49,45,0,5029,1830
1,9,500,500,500,0,10,1,1,1,1001,1,46,39,0,4973,1937
1,9,500,500,500,0,10,1,1,1,1001,1,46,40,0,4995,1997
1,9,500,500,500,0,10,1,1,1,1001,1,42,42,0,4999,1995
